conceptId	en	current_ru	latin_ta	english_ta	mapping_status	confidence
FMA58429	investing fascia of right free lower limb	Покрывающая фасция правой свободной нижней конечности			NO_MATCH	0.00
FMA58430	investing fascia of left free lower limb	Покрывающая фасция левой свободной нижней конечности			NO_MATCH	0.00
FMA58448	investing fascia of right wrist	Покрывающая фасция правого запястья			NO_MATCH	0.00
FMA58449	investing fascia of left wrist	Покрывающая фасция левого запястья			NO_MATCH	0.00
FMA58575	investing fascia of right forearm	Покрывающая фасция правого предплечья			NO_MATCH	0.00
FMA58576	investing fascia of left forearm	Покрывающая фасция левого предплечья			NO_MATCH	0.00
FMA58742	investing fascia of right thigh	Покрывающая фасция правого бедра			NO_MATCH	0.00
FMA58743	investing fascia of left thigh	Покрывающая фасция левого бедра			NO_MATCH	0.00
FMA59368	right lacrimal apparatus	Правый слёзная аппарат	apparatus lacrimalis	lacrimal apparatus	PROBABLE	0.86
FMA59369	left lacrimal apparatus	Левый слёзная аппарат	apparatus lacrimalis	lacrimal apparatus	PROBABLE	0.86
FMA59398	mandibular part of mouth	Мандибулар часть полость рта			NO_MATCH	0.00
FMA59399	maxillary part of mouth	Максилларй часть полость рта			NO_MATCH	0.00
FMA59515	external nose	Наружная нос	nasus externus	external nose	EXACT	1.00
FMA59516	root of nose	Корень нос	radix nasi	root of nose	EXACT	1.00
FMA59517	dorsum of nose	Дорсум нос	dorsum nasi	dorsum of nose	EXACT	1.00
FMA59538	cartilaginous skeleton of nose	Картилагиноус скелет нос			NO_MATCH	0.00
FMA59637	internal nose	Внутренняя нос			NO_MATCH	0.00
FMA59654	osseous skeleton of nose	Костная скелет нос			NO_MATCH	0.00
FMA59655	osseous skeleton of external nose	Костная скелет наружная нос			NO_MATCH	0.00
FMA59656	osseous skeleton of internal nose	Костная скелет внутренняя нос			NO_MATCH	0.00
FMA59665	septum of internal nose	Перегородка внутренняя нос			NO_MATCH	0.00
FMA59668	wall of internal nose	Стенка внутренняя нос			NO_MATCH	0.00
FMA59671	right lateral wall of internal nose	Правый латеральная стенка внутренняя нос			NO_MATCH	0.00
FMA59672	left lateral wall of internal nose	Левый латеральная стенка внутренняя нос			NO_MATCH	0.00
FMA59748	right side of internal nose	Правый сидэ внутренняя нос			NO_MATCH	0.00
FMA59749	left side of internal nose	Левый сидэ внутренняя нос			NO_MATCH	0.00
FMA59754	wall of right side of internal nose	Стенка правой стороны внутреннего носа			NO_MATCH	0.00
FMA59755	wall of left side of internal nose	Стенка левой стороны внутреннего носа			NO_MATCH	0.00
FMA59836	cartilaginous skeleton of external nose	Картилагиноус скелет наружная нос			NO_MATCH	0.00
FMA59837	bony part of nasal septum	Костная часть перегородки носа	pars ossea septi nasi	bony part of nasal septum	EXACT	1.00
FMA59838	cartilaginous part of nasal septum	Картилагиноус часть носовая перегородка	pars cartilaginea septi nasi	cartilaginous part of nasal septum	EXACT	1.00
FMA59992	faucial part of mouth	Фаукиал часть полость рта			NO_MATCH	0.00
FMA60116	nasal skeleton	Носовая скелет			NO_MATCH	0.00
FMA60118	skeleton of nasal septum	скелет носовая перегородка			NO_MATCH	0.00
FMA60325	right thumb	Правый тумб	pollex	thumb	PROBABLE	0.86
FMA60326	left thumb	Левый тумб	pollex	thumb	PROBABLE	0.86
FMA60327	right little finger	Правый мизинца палец	digitus minimus manus	little finger	PROBABLE	0.86
FMA60328	left little finger	Левый мизинца палец	digitus minimus manus	little finger	PROBABLE	0.86
FMA60329	right ring finger	Правый кольцо палец	digitus anularis	ring finger	PROBABLE	0.86
FMA60330	left ring finger	Левый кольцо палец	digitus anularis	ring finger	PROBABLE	0.86
FMA60331	right middle finger	Правый средняя палец	digitus medius manus	middle finger	PROBABLE	0.86
FMA60332	left middle finger	Левый средняя палец	digitus medius manus	middle finger	PROBABLE	0.86
FMA60333	right index finger	Правый указательного палец	index	index finger	PROBABLE	0.86
FMA60334	left index finger	Левый указательного палец	index	index finger	PROBABLE	0.86
FMA60335	right big toe	Правый биг палец стопы			NO_MATCH	0.00
FMA60336	left big toe	Левый биг палец стопы			NO_MATCH	0.00
FMA60337	right second toe	Правый вторая палец стопы	digitus secundus pedis	second toe	PROBABLE	0.86
FMA60338	left second toe	Левый вторая палец стопы	digitus secundus pedis	second toe	PROBABLE	0.86
FMA60339	right third toe	Правый третья палец стопы	digitus tertius pedis	third toe	PROBABLE	0.86
FMA60340	left third toe	Левый третья палец стопы	digitus tertius pedis	third toe	PROBABLE	0.86
FMA60341	right fourth toe	Правый четвёртая палец стопы	digitus quartus pedis	fourth toe	PROBABLE	0.86
FMA60342	left fourth toe	Левый четвёртая палец стопы	digitus quartus pedis	fourth toe	PROBABLE	0.86
FMA60343	right little toe	Правый мизинца палец стопы	digitus minimus pedis	little toe	PROBABLE	0.86
FMA60344	left little toe	Левый мизинца палец стопы	digitus minimus pedis	little toe	PROBABLE	0.86
FMA61064	right lacrimal duct	Правый слёзная проток			NO_MATCH	0.00
FMA61065	left lacrimal duct	Левый слёзная проток			NO_MATCH	0.00
FMA61068	right hand proper	Правый кисть собственно			NO_MATCH	0.00
FMA61069	left hand proper	Левый кисть собственно			NO_MATCH	0.00
FMA61472	right pectoral part of chest	Правый плечевой часть грудь			NO_MATCH	0.00
FMA61473	left pectoral part of chest	Левый плечевой часть грудь			NO_MATCH	0.00
FMA61670	skeleton of mouth	скелет полость рта			NO_MATCH	0.00
FMA61680	abdomen proper	Собственно живот			NO_MATCH	0.00
FMA61681	back of abdomen	Задняя область живота	dorsum abdominis	back of abdomen	EXACT	1.00
FMA61732	right parietal part of head	Правый теменная часть головка			NO_MATCH	0.00
FMA61733	left parietal part of head	Левый теменная часть головка			NO_MATCH	0.00
FMA61819	left cerebral hemisphere	Левый мозговая полушарие	hemisphaerium cerebri	cerebral hemisphere	PROBABLE	0.86
FMA61991	trunk of right middle cerebral artery	Туловище правый средняя мозговая артерия			NO_MATCH	0.00
FMA61992	forebrain	Передний мозг	cerebrum	cerebrum	EXACT	1.00
FMA62000	telencephalon	Тэлэнкэфалон	telencephalon	telencephalon	EXACT	1.00
FMA62001	diencephalon	Диэнкэфалон	diencephalon	diencephalon	EXACT	1.00
FMA62003	metencephalon	Мэтэнкэфалон			NO_MATCH	0.00
FMA62009	epithalamus	Эпиталамус	epithalamus	epithalamus	EXACT	1.00
FMA62028	intermediate hypothalamic region	Промежуточная хйпоталамик область	area hypothalamica intermedia	intermediate hypothalamic area	EXACT	1.00
FMA67292	right cerebral hemisphere	Правый мозговая полушарие	hemisphaerium cerebri	cerebral hemisphere	PROBABLE	0.86
FMA67687	hindbrain	Задний мозг			NO_MATCH	0.00
FMA67994	intrapulmonary part of right pulmonary artery	Интрапулмонарй часть правый лёгочный артерия			NO_MATCH	0.00
FMA67995	intrapulmonary part of left pulmonary artery	Интрапулмонарй часть левый лёгочный артерия			NO_MATCH	0.00
FMA68002	intrapulmonary part of right superior pulmonary vein	Интрапулмонарй часть правый верхняя лёгочный вена			NO_MATCH	0.00
FMA68003	intrapulmonary part of right inferior pulmonary vein	Интрапулмонарй часть правый нижняя лёгочный вена			NO_MATCH	0.00
FMA68004	intrapulmonary part of left superior pulmonary vein	Интрапулмонарй часть левый верхняя лёгочный вена			NO_MATCH	0.00
FMA68005	intrapulmonary part of left inferior pulmonary vein	Интрапулмонарй часть левый нижняя лёгочный вена			NO_MATCH	0.00
FMA68016	intrahepatic biliary tree	Интрахэпатик желчная дерево			NO_MATCH	0.00
FMA68193	medial segmental artery	Медиальная сегментарный артерия			NO_MATCH	0.00
FMA68194	lateral segmental artery	Латеральная сегментарный артерия			NO_MATCH	0.00
FMA68196	middle lobar artery	Средняя долевой артерия			NO_MATCH	0.00
FMA68198	left upper lobar artery	Левый верхняя долевой артерия			NO_MATCH	0.00
FMA68200	right lower lobar artery	Правый нижняя долевой артерия			NO_MATCH	0.00
FMA68201	left lower lobar artery	Левый нижняя долевой артерия			NO_MATCH	0.00
FMA68317	superior division of upper lobe part of left bronchial tree	Верхний отдел верхнедолевой части левого бронхиального дерева			NO_MATCH	0.00
FMA68318	inferior division of upper lobe part of left bronchial tree	Нижний отдел верхнедолевой части левого бронхиального дерева			NO_MATCH	0.00
FMA68319	inferomedial part of right bronchial tree	Инфэромэдиал часть правый бронхиальная дерево			NO_MATCH	0.00
FMA68658	inferomedial branch of right pulmonary artery	Инфэромэдиал ветвь правый лёгочный артерия			NO_MATCH	0.00
FMA68659	apicoposterior division of right upper lobar artery	Верхушечно-задняя ветвь правой верхнедолевой артерии			NO_MATCH	0.00
